Row Labels,ADL,FNQ,NSW,PER,QLD,VIC
4660,0,0,0,0,1,0
4670,0,0,0,0,1,0
4671,0,0,0,0,1,0
4672,0,0,0,0,1,0
4674,0,0,0,0,1,0
4677,0,0,0,0,1,0
4678,0,0,0,0,1,0
4680,0,0,0,0,1,0
4695,0,0,0,0,1,0
4700,0,0,0,0,1,0
4701,0,0,0,0,1,0
4702,0,0,0,0,1,0
4703,0,0,0,0,1,0
4710,0,0,0,0,1,0
4715,0,0,0,0,1,0
4717,0,0,0,0,1,0
4718,0,0,0,0,1,0
4719,0,0,0,0,1,0
4720,0,0,0,0,1,0
4721,0,0,0,0,1,0
4722,0,0,0,0,1,0
4723,0,0,0,0,1,0
4725,0,0,0,0,1,0
4726,0,0,0,0,1,0
4730,0,0,0,0,1,0
4735,0,1,0,0,1,0
4737,0,1,0,0,0,0
4740,0,1,0,0,0,0
4741,0,1,0,0,0,0
4742,0,1,0,0,0,0
4743,0,1,0,0,0,0
4744,0,1,0,0,0,0
4745,0,1,0,0,0,0
4753,0,1,0,0,0,0
4756,0,1,0,0,0,0
4800,0,1,0,0,0,0
4802,0,1,0,0,0,0
4804,0,1,0,0,0,0
4805,0,1,0,0,1,0
4806,0,1,0,0,0,0
4807,0,1,0,0,0,0
4810,0,1,0,0,0,0
4812,0,1,0,0,0,0
4814,0,1,0,0,0,0
4817,0,1,0,0,0,0
4818,0,1,0,0,0,0
4819,0,1,0,0,0,0
4820,0,1,0,0,0,0
4821,0,1,0,0,0,0
4822,0,1,0,0,0,0
4823,0,1,0,0,0,0
4824,0,1,0,0,0,0
4825,0,1,0,0,0,0
4829,0,1,0,0,0,0
4849,0,1,0,0,0,0
4850,0,1,0,0,0,0
4852,0,1,0,0,0,0
4854,0,1,0,0,0,0
4860,0,1,0,0,0,0
4861,0,1,0,0,0,0
4865,0,1,0,0,0,0
4868,0,1,0,0,0,0
4869,0,1,0,0,0,0
4870,0,1,0,0,0,0
4872,0,1,0,0,0,0
4873,0,1,0,0,0,0
4874,0,1,0,0,0,0
4877,0,1,0,0,0,0
4878,0,1,0,0,0,0
4880,0,1,0,0,0,0
4882,0,1,0,0,0,0
4883,0,1,0,0,0,0
4885,0,1,0,0,0,0
4887,0,1,0,0,0,0
4888,0,1,0,0,0,0
4890,0,1,0,0,0,0
4895,0,1,0,0,0,0
5000,1,0,0,0,0,0
5007,1,0,0,0,0,0
5008,1,0,0,0,0,0
5009,1,0,0,0,0,0
5010,1,0,0,0,0,0
5011,1,0,0,0,0,0
5012,1,0,0,0,0,0
5013,1,0,0,0,0,0
5014,1,0,0,0,0,0
5015,1,0,0,0,0,0
5019,1,0,0,0,0,0
5022,1,0,0,0,0,0
5023,1,0,0,0,0,0
5024,1,0,0,0,0,0
5025,1,0,0,0,0,0
5031,1,0,0,0,0,0
5035,1,0,0,0,0,0
5039,1,0,1,0,0,0
5042,1,0,0,0,0,0
5043,1,0,0,0,0,0
5044,1,0,0,0,0,0
5045,1,0,0,0,0,0
5046,1,0,0,0,0,0
5048,1,0,0,0,0,0
5051,1,0,0,0,0,0
5061,1,0,0,0,0,0
5062,1,0,0,0,0,0
5067,1,0,0,0,0,0
5068,1,0,0,0,0,0
5069,1,0,0,0,0,0
5070,1,0,0,0,0,0
5072,1,0,0,0,0,0
5073,1,0,0,0,0,0
5074,1,0,0,0,0,0
5082,1,0,0,0,0,0
5084,1,0,0,0,0,0
5086,1,0,0,0,0,0
5087,1,0,0,0,0,0
5088,1,0,0,0,0,0
5090,1,0,0,0,0,0
5091,1,0,0,0,0,0
5092,1,0,0,0,0,0
5094,1,0,0,0,0,0
5095,1,0,0,0,0,0
5096,1,0,0,0,0,0
5106,1,0,0,0,0,0
5107,1,0,0,0,0,0
5109,1,0,0,0,0,0
5110,1,0,0,0,0,0
5111,1,0,0,0,0,0
5112,1,0,0,0,0,0
5113,1,0,0,0,0,0
5114,1,0,0,0,0,0
5115,1,0,0,0,0,0
5116,1,0,0,0,0,0
5117,1,0,0,0,0,0
5118,1,0,0,0,0,0
5120,1,0,0,0,0,0
5125,1,0,0,0,0,0
5133,1,0,0,0,0,0
5137,1,0,0,0,0,0
5152,1,0,0,0,0,0
5153,1,0,0,0,0,0
5154,1,0,0,0,0,0
5155,1,0,0,0,0,0
5158,1,0,0,0,0,0
5160,1,0,0,0,0,0
5161,1,0,0,0,0,0
5162,1,0,0,0,0,0
5163,1,0,0,0,0,0
5165,1,0,0,0,0,0
5168,1,0,0,0,0,0
5169,1,0,0,0,0,0
5171,1,0,0,0,0,0
5173,1,0,0,0,0,0
5174,1,0,0,0,0,0
5201,1,0,0,0,0,0
5203,1,0,0,0,0,0
5204,1,0,0,0,0,0
5210,1,0,0,0,0,0
5211,1,0,0,0,0,0
5212,1,0,0,0,0,0
5214,1,0,0,0,0,0
5223,1,0,0,0,0,0
5231,1,0,0,0,0,0
5235,1,0,0,0,0,0
5238,1,0,0,0,0,0
5240,1,0,0,0,0,0
5242,1,0,0,0,0,0
5244,1,0,0,0,0,0
5250,1,0,0,0,0,0
5251,1,0,0,0,0,0
5252,1,0,0,0,0,0
5253,1,0,0,0,0,0
5254,1,0,0,0,0,0
5255,1,0,0,0,0,0
5264,1,0,0,0,0,0
5266,1,0,0,0,0,0
5267,1,0,0,0,0,0
5268,1,0,0,0,0,0
5271,1,0,0,0,0,0
5275,1,0,0,0,0,0
5276,1,0,0,0,0,0
5277,1,0,0,0,0,0
5280,1,0,0,0,0,0
5290,1,0,0,0,0,0
5302,1,0,0,0,0,0
5304,1,0,0,0,0,0
5307,1,0,0,0,0,0
5320,1,0,0,0,0,0
5330,1,0,0,0,0,0
5333,1,0,0,0,0,0
5341,1,0,0,0,0,0
5343,1,0,0,0,0,0
5345,1,0,0,0,0,0
5351,1,0,0,0,0,0
5352,1,0,0,0,0,0
5353,1,0,0,0,0,0
5355,1,0,0,0,0,0
5373,1,0,0,0,0,0
5374,1,0,0,0,0,0
5412,1,0,0,0,0,0
5413,1,0,0,0,0,0
5417,1,0,0,0,0,0
5422,1,0,0,0,0,0
5431,1,0,0,0,0,0
5433,1,0,0,0,0,0
5434,1,0,0,0,0,0
5451,1,0,0,0,0,0
5453,1,0,0,0,0,0
5461,1,0,0,0,0,0
5473,1,0,0,0,0,0
5485,1,0,0,0,0,0
5491,1,0,0,0,0,0
5501,1,0,0,0,0,0
5522,1,0,0,0,0,0
5540,1,0,0,0,0,0
5554,1,0,0,0,0,0
5556,1,0,0,0,0,0
5558,1,0,0,0,0,0
5571,1,0,0,0,0,0
5572,1,0,0,0,0,0
5573,1,0,0,0,0,0
5575,1,0,0,0,0,0
5576,1,0,0,0,0,0
5577,1,0,0,0,0,0
5582,1,0,0,0,0,0
5600,1,0,0,0,0,0
5602,1,0,0,0,0,0
5605,1,0,0,0,0,0
5606,1,0,0,0,0,0
5608,1,0,0,0,0,0
5631,1,0,0,0,0,0
5640,1,0,0,0,0,0
5641,1,0,0,0,0,0
5652,1,0,0,0,0,0
5670,1,0,0,0,0,0
5680,1,0,0,0,0,0
5690,1,0,0,0,0,0
5700,1,0,0,0,0,0
5723,1,0,0,0,0,0
5725,1,0,0,0,0,0
5950,1,0,0,0,0,0
6000,0,0,0,1,0,0
6003,0,0,0,1,0,0
6005,0,0,0,1,0,0
6008,0,0,0,1,0,0
6009,0,0,0,1,0,0
6010,0,0,0,1,0,0
6014,0,0,0,1,0,0
6017,0,0,0,1,0,0
6018,0,0,0,1,0,0
6019,0,0,1,1,0,0
6021,0,0,0,1,0,0
6023,0,0,0,1,0,0
6024,0,0,0,1,0,0
6025,0,0,0,1,0,0
6027,0,0,0,1,0,0
6028,0,0,0,1,0,0
6030,0,0,0,1,0,0
6031,0,0,0,1,0,0
6041,0,0,0,1,0,0
6043,0,0,0,1,0,0
6044,0,0,0,1,0,0
6050,0,0,0,1,0,0
6053,0,0,0,1,0,0
6054,0,0,0,1,0,0
6055,0,0,0,1,0,0
6056,0,0,0,1,0,0
6057,0,0,0,1,0,0
6058,0,0,0,1,0,0
6060,0,0,0,1,0,0
6062,0,0,0,1,0,0
6065,0,0,0,1,0,0
6069,0,0,0,1,0,0
6073,0,0,0,1,0,0
6074,0,0,0,1,0,0
6076,0,0,0,1,0,0
6082,0,0,0,1,0,0
6083,0,0,0,1,0,0
6084,0,0,0,1,0,0
6090,0,0,0,1,0,0
6101,0,0,0,1,0,0
6104,0,0,0,1,0,0
6105,0,0,0,1,0,0
6106,0,0,0,1,0,0
6107,0,0,0,1,0,0
6109,0,0,0,1,0,0
6110,0,0,0,1,0,0
6111,0,0,0,1,0,0
6112,0,0,0,1,0,0
6122,0,0,0,1,0,0
6123,0,0,0,1,0,0
6125,0,0,0,1,0,0
6154,0,0,0,1,0,0
6155,0,0,0,1,0,0
6156,0,0,0,1,0,0
6163,0,0,0,1,0,0
6164,0,0,0,1,0,0
6167,0,0,0,1,0,0
6168,0,0,0,1,0,0
6169,0,0,0,1,0,0
6171,0,0,0,1,0,0
6172,0,0,0,1,0,0
6208,0,0,0,1,0,0
6209,0,0,0,1,0,0
6210,0,0,0,1,0,0
6211,0,0,0,1,0,0
6215,0,0,0,1,0,0
6220,0,0,0,1,0,0
6224,0,0,0,1,0,0
6225,0,0,0,1,0,0
6230,0,0,0,1,0,0
6233,0,0,0,1,0,0
6236,0,0,0,1,0,0
6239,0,0,0,1,0,0
6244,0,0,0,1,0,0
6255,0,0,0,1,0,0
6256,0,0,0,1,0,0
6258,0,0,0,1,0,0
6260,0,0,0,1,0,0
6262,0,0,0,1,0,0
6271,0,0,0,1,0,0
6275,0,0,0,1,0,0
6280,0,0,0,1,0,0
6281,0,0,0,1,0,0
6284,0,0,0,1,0,0
6285,0,0,0,1,0,0
6290,0,0,0,1,0,0
6302,0,0,0,1,0,0
6304,0,0,0,1,0,0
6306,0,0,0,1,0,0
6312,0,0,0,1,0,0
6315,0,0,0,1,0,0
6317,0,0,0,1,0,0
6322,0,0,0,1,0,0
6324,0,0,0,1,0,0
6330,0,0,0,1,0,0
6331,0,0,0,1,0,0
6333,0,0,0,1,0,0
6335,0,0,0,1,0,0
6338,0,0,0,1,0,0
6346,0,0,0,1,0,0
6353,0,0,0,1,0,0
6354,0,0,0,1,0,0
6355,0,0,0,1,0,0
6359,0,0,0,1,0,0
6365,0,0,0,1,0,0
6367,0,0,0,1,0,0
6369,0,0,0,1,0,0
6370,0,0,0,1,0,0
6375,0,0,0,1,0,0
6383,0,0,0,1,0,0
6390,0,0,0,1,0,0
6391,0,0,0,1,0,0
6392,0,0,0,1,0,0
6395,0,0,0,1,0,0
6396,0,0,0,1,0,0
6398,0,0,0,1,0,0
6401,0,0,0,1,0,0
6405,0,0,0,1,0,0
6407,0,0,0,1,0,0
6410,0,0,0,1,0,0
6415,0,0,0,1,0,0
6418,0,0,0,1,0,0
6426,0,0,0,1,0,0
6430,0,0,0,1,0,0
6432,0,0,0,1,0,0
6443,0,0,0,1,0,0
6450,0,0,0,1,0,0
6460,0,0,0,1,0,0
6466,0,0,0,1,0,0
6468,0,0,0,1,0,0
6472,0,0,0,1,0,0
6475,0,0,0,1,0,0
6479,0,0,0,1,0,0
6502,0,0,0,1,0,0
6503,0,0,0,1,0,0
6507,0,0,0,1,0,0
6510,0,0,0,1,0,0
6511,0,0,0,1,0,0
6513,0,0,0,1,0,0
6515,0,0,0,1,0,0
6516,0,0,0,1,0,0
6519,0,0,0,1,0,0
6522,0,0,0,1,0,0
6525,0,0,0,1,0,0
6530,0,0,0,1,0,0
6531,0,0,0,1,0,0
6535,0,0,0,1,0,0
6536,0,0,0,1,0,0
6537,0,0,0,1,0,0
6562,0,0,0,1,0,0
6566,0,0,0,1,0,0
6568,0,0,0,1,0,0
6571,0,0,0,1,0,0
6575,0,0,0,1,0,0
6603,0,0,0,1,0,0
6606,0,0,0,1,0,0
6609,0,0,0,1,0,0
6620,0,0,0,1,0,0
6623,0,0,0,1,0,0
6638,0,0,0,1,0,0
6642,0,0,0,1,0,0
6701,0,0,0,1,0,0
6707,0,0,0,1,0,0
6710,0,0,0,1,0,0
6714,0,0,0,1,0,0
6721,0,0,0,1,0,0
6722,0,0,0,1,0,0
6725,0,0,0,1,0,0
6728,0,0,0,1,0,0
6740,1,0,0,0,0,0
6743,1,0,0,1,0,0
6751,0,0,0,1,0,0
6753,0,0,0,1,0,0
6765,0,0,0,1,0,0
6770,0,0,0,1,0,0
6798,0,0,0,1,0,0
6970,0,0,0,1,0,0
6986,0,0,0,1,0,0
7000,0,0,0,0,0,1
7009,0,0,0,0,0,1
7010,0,0,0,0,0,1
7018,0,0,0,0,0,1
7021,0,0,0,0,0,1
7030,0,0,0,0,0,1
7050,0,0,0,0,0,1
7109,0,0,0,0,0,1
7112,0,0,0,0,0,1
7116,0,0,0,0,0,1
7140,0,0,0,0,0,1
7172,0,0,0,0,0,1
7190,0,0,0,0,0,1
7215,0,0,0,0,0,1
7216,0,0,0,0,0,1
7248,0,0,0,0,0,1
7249,0,0,0,0,0,1
7250,0,0,0,0,0,1
7253,0,0,0,0,0,1
7255,0,0,0,0,0,1
7256,0,0,0,0,0,1
7260,0,0,0,0,0,1
7262,0,0,0,0,0,1
7270,0,0,0,0,0,1
7275,0,0,0,0,0,1
7300,0,0,0,0,0,1
7301,0,0,0,0,0,1
7303,0,0,0,0,0,1
7304,0,0,0,0,0,1
7306,0,0,0,0,0,1
7307,0,0,0,0,0,1
7310,0,0,0,0,0,1
7315,0,0,0,0,0,1
7320,0,0,0,0,0,1
7322,0,0,0,0,0,1
7325,0,0,0,0,0,1
7330,0,0,0,0,0,1
7467,0,0,0,0,0,1
